Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2024-05-07,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.841,apathy,None,7.11,20.74,64.53,123916.91,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.72), 'fee': np.float64(2.13)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-7.45), 'fee': np.float64(9.23)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(5.05), 'fee': np.float64(9.39)}]"
2024-05-17,Tier change: ETH: bearish→neutral,Growth↑ Inflation↓,0.835,apathy,None,1.05,0.0,63.23,125265.79,[]
2024-05-22,Tier change: XRP: bearish→neutral,Growth↑ Inflation↓,0.865,apathy,None,2.57,0.0,69.05,125411.36,[]
2024-05-29,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.835,apathy,None,0.33,0.0,64.79,125007.02,[]
2024-06-05,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.901,apathy,None,4.8,21.0,66.09,126306.13,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.39), 'fee': np.float64(1.76)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.54), 'fee': np.float64(4.47)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-4.68), 'fee': np.float64(14.77)}]"
2024-06-11,"Tier change: ETH: neutral→bearish, BNB: neutral→bearish",Growth↑ Inflation↓,0.822,apathy,None,2.39,0.0,68.53,125451.95,[]
2024-06-15,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.828,apathy,None,19.13,72.95,59.63,125579.66,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(22.58), 'fee': np.float64(28.37)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-13.2), 'fee': np.float64(41.45)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.49), 'fee': np.float64(3.13)}]"
2024-06-22,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.801,apathy,None,20.88,63.41,66.17,125246.56,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-24.05), 'fee': np.float64(30.14)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(17.7), 'fee': np.float64(33.27)}]"
2024-06-26,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.778,apathy,None,16.76,74.51,100.0,124637.0,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-16.02), 'fee': np.float64(19.98)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-17.49), 'fee': np.float64(54.53)}]"
2024-06-29,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.773,apathy,None,9.05,22.57,81.9,124665.47,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.96), 'fee': np.float64(2.44)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(16.14), 'fee': np.float64(20.13)}]"
2024-07-15,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.782,apathy,None,7.72,28.29,65.97,125802.64,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.22), 'fee': np.float64(1.54)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(14.17), 'fee': np.float64(26.75)}]"
2024-07-25,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.751,apathy,None,8.67,46.96,83.84,124844.15,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-3.21), 'fee': np.float64(4.0)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-13.76), 'fee': np.float64(42.95)}]"
2024-08-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.698,apathy,None,13.57,34.0,59.55,125238.68,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.45), 'fee': np.float64(31.88)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.7), 'fee': np.float64(2.13)}]"
2024-08-17,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.722,apathy,None,12.82,32.52,79.35,126825.89,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.59), 'fee': np.float64(3.29)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-23.04), 'fee': np.float64(29.23)}]"
2024-08-25,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.73,apathy,None,10.98,39.01,64.98,127027.6,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-3.51), 'fee': np.float64(4.45)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(18.13), 'fee': np.float64(34.56)}]"
2024-09-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.67,apathy,None,19.16,82.7,67.68,126369.0,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(17.86), 'fee': np.float64(22.59)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-18.05), 'fee': np.float64(57.07)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.41), 'fee': np.float64(3.05)}]"
2024-09-12,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.704,apathy,None,8.53,21.71,79.77,127292.34,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.25), 'fee': np.float64(2.86)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-14.8), 'fee': np.float64(18.85)}]"
2024-09-21,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.732,apathy,None,1.2,0.0,77.72,128352.36,[]
2024-09-29,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.724,apathy,None,10.09,36.82,60.11,128761.43,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.47), 'fee': np.float64(1.89)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(18.08), 'fee': np.float64(34.93)}]"
2024-10-04,"Tier change: LINK: neutral→bearish, BNB: neutral→bearish",Growth↑ Inflation↓,0.681,apathy,None,12.92,67.47,85.66,128035.25,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-4.3), 'fee': np.float64(5.51)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-17.89), 'fee': np.float64(57.28)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.66), 'fee': np.float64(4.68)}]"
2024-10-13,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.684,apathy,None,9.97,37.16,65.74,128128.05,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.83), 'fee': np.float64(2.35)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(18.11), 'fee': np.float64(34.81)}]"
2024-10-25,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.667,apathy,None,9.95,59.38,85.62,128326.29,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.33), 'fee': np.float64(2.99)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-17.57), 'fee': np.float64(56.4)}]"
2024-11-02,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.649,apathy,None,0.04,0.0,85.6,128386.0,[]
2024-11-08,"Tier change: BTC: bearish→neutral, XRP: bearish→neutral, DOGE: bearish→neutral",Growth↑ Inflation↓,0.679,apathy,None,9.41,24.09,95.14,127932.71,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-13.97), 'fee': np.float64(17.87)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.86), 'fee': np.float64(6.22)}]"
2024-11-16,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.705,apathy,None,2.52,6.47,100.0,128315.82,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.04), 'fee': np.float64(6.47)}]"
2024-11-21,Tier change: ETH: neutral→bullish,Growth↓ Inflation↓,0.695,apathy,None,0.0,0.0,100.0,128405.36,[]
2024-11-24,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.748,apathy,None,2.65,6.8,94.7,128452.57,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.3), 'fee': np.float64(6.8)}]"
2024-12-04,Tier change: LINK: neutral→bullish,Growth↑ Inflation↓,0.79,apathy,None,0.68,0.0,95.47,129436.14,[]
2024-12-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.784,apathy,None,2.96,7.66,100.0,129538.47,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.91), 'fee': np.float64(7.66)}]"
2024-12-20,"Tier change: LINK: bullish→neutral, DOGE: bullish→neutral",Growth↓ Inflation↓,0.716,apathy,None,0.0,0.0,100.0,129755.76,[]
2025-01-07,Tier change: VNINDEX: neutral→bearish,Growth↓ Inflation↓,0.724,apathy,None,0.0,0.0,100.0,130083.59,[]
2025-01-21,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.68,apathy,None,7.34,19.13,85.32,130320.02,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.87), 'fee': np.float64(3.74)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(11.81), 'fee': np.float64(15.39)}]"
2025-01-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.653,apathy,None,11.49,43.31,66.59,130323.8,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.11), 'fee': np.float64(2.75)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(20.74), 'fee': np.float64(40.56)}]"
2025-02-03,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.55,apathy,None,4.39,19.29,71.24,130224.83,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.56), 'fee': np.float64(3.34)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(2.19), 'fee': np.float64(2.85)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-4.02), 'fee': np.float64(13.1)}]"
2025-02-17,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.604,apathy,None,4.79,15.12,67.23,131171.39,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.68), 'fee': np.float64(3.52)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.98), 'fee': np.float64(3.9)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(3.91), 'fee': np.float64(7.7)}]"
2025-02-26,"Tier change: BTC: neutral→bearish, LINK: neutral→bearish",Growth↑ Inflation↓,0.527,apathy,None,1.46,0.0,69.98,131692.68,[]
2025-03-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.494,apathy,None,22.31,100.56,69.32,131710.29,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(21.18), 'fee': np.float64(27.91)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-21.11), 'fee': np.float64(69.57)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.34), 'fee': np.float64(3.08)}]"
2025-03-10,Tier change: VNINDEX: neutral→bullish,Growth↓ Inflation↓,0.462,apathy,None,0.12,0.0,69.36,131291.45,[]
2025-03-16,Tier change: DOGE: bearish→neutral,Growth↓ Inflation↓,0.512,apathy,None,3.53,9.38,61.77,132856.09,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(7.06), 'fee': np.float64(9.38)}]"
2025-03-19,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.53,apathy,None,22.62,71.59,70.84,133903.42,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.47), 'fee': np.float64(1.97)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-27.4), 'fee': np.float64(36.71)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(16.37), 'fee': np.float64(32.9)}]"
2025-03-25,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.528,apathy,None,11.82,44.31,52.49,133905.86,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.63), 'fee': np.float64(3.52)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(20.3), 'fee': np.float64(40.78)}]"
2025-03-30,"Tier change: BTC: neutral→bearish, LINK: neutral→bearish",Growth↑ Inflation↓,0.477,apathy,None,11.72,71.72,73.08,133565.97,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.43), 'fee': np.float64(1.91)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.85), 'fee': np.float64(2.48)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-20.15), 'fee': np.float64(67.33)}]"
2025-04-05,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.456,apathy,None,9.46,54.89,85.59,131640.55,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.76), 'fee': np.float64(4.95)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-15.17), 'fee': np.float64(49.94)}]"
2025-04-06,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.424,apathy,None,9.1,23.88,67.67,131210.45,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(18.2), 'fee': np.float64(23.88)}]"
2025-04-18,Tier change: XAUT: neutral→bullish,Growth↓ Inflation↓,0.444,apathy,None,23.59,64.32,18.05,136286.31,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(47.18), 'fee': np.float64(64.32)}]"
2025-04-23,Tier change: ETH: bearish→neutral,Growth↓ Inflation↓,0.459,apathy,None,24.56,66.64,67.27,135599.81,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-49.12), 'fee': np.float64(66.64)}]"
2025-04-28,Tier change: BTC: bearish→neutral,Growth↓ Inflation↓,0.455,apathy,None,0.04,0.0,67.31,135751.29,[]
2025-05-06,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.44,apathy,None,3.64,9.96,59.53,136749.56,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(7.28), 'fee': np.float64(9.96)}]"
2025-05-11,Tier change: VNINDEX: bearish→neutral,Growth↓ Inflation↓,0.512,apathy,None,3.51,9.47,67.39,134918.44,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-7.02), 'fee': np.float64(9.47)}]"
2025-05-28,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.558,apathy,None,0.02,0.0,67.59,134916.83,[]
2025-05-31,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.506,apathy,None,29.39,102.18,44.4,135148.42,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(7.35), 'fee': np.float64(9.95)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-17.88), 'fee': np.float64(24.18)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(33.54), 'fee': np.float64(68.05)}]"
2025-06-10,Tier change: VNINDEX: bullish→neutral,Growth↑ Inflation↓,0.515,apathy,None,10.32,64.59,60.68,135076.37,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.21), 'fee': np.float64(2.98)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-18.24), 'fee': np.float64(61.61)}]"
2025-06-22,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.396,apathy,None,5.45,14.91,68.66,134981.04,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-8.9), 'fee': np.float64(12.02)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(1.43), 'fee': np.float64(2.89)}]"
2025-06-27,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.46,apathy,None,13.37,37.07,70.98,134722.96,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(10.47), 'fee': np.float64(14.11)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-14.73), 'fee': np.float64(19.85)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(1.54), 'fee': np.float64(3.11)}]"
2025-07-03,Tier change: VNINDEX: neutral→bullish,Growth↑ Inflation↓,0.507,apathy,None,9.27,37.31,52.17,135331.22,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(18.37), 'fee': np.float64(37.31)}]"
2025-07-08,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.5,apathy,None,0.49,0.0,52.89,136537.52,[]
2025-07-13,Tier change: XAUT: bearish→neutral,Growth↑ Inflation↓,0.564,apathy,None,12.31,45.18,37.01,138760.6,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.14), 'fee': np.float64(1.58)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(18.21), 'fee': np.float64(25.28)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-5.28), 'fee': np.float64(18.32)}]"
2025-07-21,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.705,apathy,None,4.56,29.03,43.02,141740.76,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.18), 'fee': np.float64(1.67)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-7.72), 'fee': np.float64(27.35)}]"
2025-07-27,Tier change: XAUT: neutral→bearish,Growth↑ Inflation↓,0.748,fomo,None,18.62,59.63,42.01,144272.65,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(10.52), 'fee': np.float64(15.19)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-18.6), 'fee': np.float64(26.84)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(8.13), 'fee': np.float64(17.6)}]"
2025-08-02,Tier change: BTC: bullish→neutral,Growth↑ Inflation↓,0.606,apathy,None,16.66,89.75,77.06,138613.72,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-12.4), 'fee': np.float64(17.2)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-20.92), 'fee': np.float64(72.55)}]"
2025-08-09,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.698,apathy,None,10.58,43.62,54.69,140921.34,"[{'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(20.63), 'fee': np.float64(43.62)}]"
2025-08-19,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.703,apathy,None,8.2,45.22,70.66,143545.13,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.33), 'fee': np.float64(9.08)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-10.07), 'fee': np.float64(36.13)}]"
2025-08-27,Tier change: ETH: neutral→bearish,Growth↑ Inflation↑,0.708,apathy,None,3.17,20.66,76.71,144286.09,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-5.73), 'fee': np.float64(20.66)}]"
2025-09-09,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.736,apathy,None,13.61,51.1,60.1,144030.75,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.99), 'fee': np.float64(2.87)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(19.74), 'fee': np.float64(28.44)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-5.5), 'fee': np.float64(19.8)}]"
2025-09-24,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.797,apathy,None,3.07,0.0,54.82,146858.53,[]
2025-10-01,Tier change: ETH: bearish→neutral,Growth↑ Inflation↓,0.792,apathy,None,11.19,32.15,41.45,147992.47,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.92), 'fee': np.float64(2.84)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(19.8), 'fee': np.float64(29.31)}]"
2025-10-11,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.789,apathy,None,4.32,14.42,45.03,151820.52,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.46), 'fee': np.float64(3.74)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-4.47), 'fee': np.float64(6.79)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(1.71), 'fee': np.float64(3.9)}]"
2025-10-19,Tier change: LINK: neutral→bearish,Growth↑ Inflation↓,0.776,apathy,None,5.64,15.99,54.23,154939.59,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-10.32), 'fee': np.float64(15.99)}]"
2025-10-26,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.783,apathy,None,6.28,17.99,66.57,152667.41,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-11.78), 'fee': np.float64(17.99)}]"
2025-11-03,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.743,apathy,None,7.75,55.6,81.11,150756.25,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.15), 'fee': np.float64(1.73)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-14.29), 'fee': np.float64(53.87)}]"
2025-11-13,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.724,apathy,None,3.57,10.81,81.88,151477.47,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.07), 'fee': np.float64(4.66)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-4.06), 'fee': np.float64(6.15)}]"
2025-11-19,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.7,apathy,None,9.29,28.06,63.6,151034.53,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(18.57), 'fee': np.float64(28.06)}]"
2025-11-27,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.702,apathy,None,20.69,77.44,60.93,151952.84,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.76), 'fee': np.float64(4.19)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-19.53), 'fee': np.float64(29.69)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(19.1), 'fee': np.float64(43.56)}]"
2025-12-11,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.685,apathy,None,2.34,0.0,65.26,153130.79,[]
2025-12-16,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.666,apathy,None,11.19,76.43,83.03,152955.46,"[{'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-18.91), 'fee': np.float64(72.34)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.67), 'fee': np.float64(4.09)}]"
2025-12-26,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.593,apathy,None,10.08,45.91,63.51,154539.05,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.1), 'fee': np.float64(1.69)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(19.07), 'fee': np.float64(44.21)}]"
2026-01-04,"Tier change: XRP: bearish→neutral, BNB: bearish→neutral",Growth↑ Inflation↓,0.671,apathy,None,3.29,10.04,64.25,154573.07,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.86), 'fee': np.float64(4.42)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-3.63), 'fee': np.float64(5.62)}]"
2026-01-09,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.662,apathy,None,3.3,9.42,63.77,156615.58,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.83), 'fee': np.float64(4.43)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.19), 'fee': np.float64(4.99)}]"
2026-01-15,"Tier change: BTC: bearish→neutral, LINK: bearish→neutral, XRP: bearish→neutral, ETH: bearish→neutral, BNB: bearish→neutral",Growth↑ Inflation↓,0.686,apathy,None,5.28,26.28,61.97,157295.48,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(5.78), 'fee': np.float64(9.09)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-4.37), 'fee': np.float64(17.19)}]"
2026-01-20,Tier change: BNB: neutral→bearish,Growth↑ Inflation↓,0.623,apathy,None,5.16,19.4,63.79,158319.32,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.45), 'fee': np.float64(8.64)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.01), 'fee': np.float64(1.6)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(3.86), 'fee': np.float64(9.16)}]"
2026-02-02,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.403,apathy,None,12.6,84.44,89.66,156881.27,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-6.13), 'fee': np.float64(9.62)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-19.07), 'fee': np.float64(74.82)}]"
2026-02-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.155,apathy,None,15.74,67.29,62.9,159019.05,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(7.03), 'fee': np.float64(11.19)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.83), 'fee': np.float64(4.5)}, {'asset': 'VNINDEX', 'action': 'BUY', 'delta': np.float64(21.62), 'fee': np.float64(51.6)}]"
2026-03-06,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.133,apathy,None,10.89,82.58,83.16,156935.85,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.12), 'fee': np.float64(1.75)}, {'asset': 'VNINDEX', 'action': 'SELL', 'delta': np.float64(-20.59), 'fee': np.float64(80.82)}]"
2026-03-17,"Tier change: LINK: bearish→neutral, ETH: bearish→neutral, XAUT: neutral→bearish, BNB: bearish→neutral",Growth↑ Inflation↓,0.163,apathy,None,4.35,12.67,90.42,157522.52,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-8.04), 'fee': np.float64(12.67)}]"
2026-03-21,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.137,apathy,None,4.22,13.23,100.0,156777.62,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-8.44), 'fee': np.float64(13.23)}]"
2026-04-01,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.127,apathy,None,0.0,0.0,100.0,157018.58,[]
2026-04-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.122,apathy,None,0.0,0.0,100.0,157084.63,[]
2026-04-09,"Tier change: ETH: bearish→neutral, DOGE: bearish→neutral",Growth↓ Inflation↓,0.133,apathy,None,0.0,0.0,100.0,157194.78,[]
