Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2023-09-20,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.231,apathy,None,10.48,19.78,85.0,94399.4,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.44)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-5.95), 'fee': np.float64(5.62)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(5.0), 'fee': np.float64(4.72)}]"
2023-09-22,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↑,Growth↓ Inflation↑,0.214,apathy,None,7.47,14.1,100.0,94349.29,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-10.04), 'fee': np.float64(9.48)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-4.9), 'fee': np.float64(4.62)}]"
2023-09-29,Tier change: VNINDEX: neutral→bearish,Growth↓ Inflation↑,0.241,apathy,None,0.0,0.0,100.0,94440.99,[]
2023-10-07,Tier change: BTC: neutral→bearish,Growth↓ Inflation↑,0.227,apathy,None,0.0,0.0,100.0,94546.96,[]
2023-10-17,Tier change: BTC: bearish→neutral,Growth↓ Inflation↑,0.239,apathy,None,5.0,9.47,90.0,94670.13,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(9.47)}]"
2023-10-22,Tier change: BNB: bearish→neutral,Growth↓ Inflation↑,0.277,apathy,None,0.11,0.0,90.0,94972.6,[]
2023-10-27,Tier change: LINK: neutral→bullish,Growth↓ Inflation↑,0.299,apathy,None,0.15,0.0,90.0,95128.82,[]
2023-11-11,Tier change: ETH: neutral→bullish,Growth↓ Inflation↑,0.438,apathy,None,0.99,0.0,92.0,94975.21,[]
2023-11-14,Regime: Growth↓ Inflation↑ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.383,apathy,None,0.53,0.0,91.0,95113.72,[]
2023-11-23,Tier change: LINK: bullish→neutral,Growth↓ Inflation↓,0.351,apathy,None,0.12,0.0,90.0,95410.56,[]
2023-12-02,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.327,apathy,None,9.93,18.53,70.67,95822.37,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(5.75)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.39)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(6.39)}]"
2023-12-07,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.362,apathy,None,11.3,21.9,92.0,96891.74,"[{'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.83), 'fee': np.float64(5.65)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-7.18), 'fee': np.float64(6.95)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.27), 'fee': np.float64(2.2)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-7.33), 'fee': np.float64(7.1)}]"
2023-12-13,"Tier change: ETH: bullish→neutral, BNB: bullish→neutral",Growth↓ Inflation↓,0.462,apathy,None,0.02,0.0,92.0,96922.94,[]
2023-12-15,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.419,apathy,None,21.03,40.77,50.0,96892.49,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(24.23)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.17)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.17)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.06), 'fee': np.float64(1.03)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(5.17)}]"
2023-12-29,Tier change: BTC: neutral→bullish,Growth↑ Inflation↓,0.665,apathy,None,18.32,38.12,40.0,104019.46,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.17), 'fee': np.float64(20.98)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-5.15), 'fee': np.float64(5.36)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-4.99), 'fee': np.float64(5.19)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.48), 'fee': np.float64(1.54)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-4.86), 'fee': np.float64(5.06)}]"
2024-01-05,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.69,apathy,None,3.59,7.5,47.0,104562.28,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-5.3), 'fee': np.float64(5.54)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.87), 'fee': np.float64(1.96)}]"
2024-02-20,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.852,apathy,None,26.71,58.94,42.99,110287.9,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-25.79), 'fee': np.float64(28.46)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.29), 'fee': np.float64(5.84)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(13.23), 'fee': np.float64(14.6)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(6.61), 'fee': np.float64(7.3)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(2.49), 'fee': np.float64(2.75)}]"
2024-02-26,Tier change: BTC: neutral→bullish,Growth↑ Inflation↓,0.891,apathy,None,22.73,51.67,19.33,114526.24,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(15.08), 'fee': np.float64(17.28)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-5.05), 'fee': np.float64(5.78)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(18.33), 'fee': np.float64(21.0)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-6.64), 'fee': np.float64(7.61)}]"
2024-03-03,Tier change: BNB: neutral→bullish,Growth↑ Inflation↓,0.908,apathy,None,24.03,56.67,27.57,119568.53,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.54), 'fee': np.float64(4.23)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-24.85), 'fee': np.float64(29.72)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(9.5), 'fee': np.float64(11.36)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(9.5), 'fee': np.float64(11.36)}]"
2024-03-12,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↓,0.931,apathy,None,26.05,71.22,35.43,136605.44,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-10.47), 'fee': np.float64(14.31)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-8.52), 'fee': np.float64(11.65)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-9.4), 'fee': np.float64(12.85)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(11.37), 'fee': np.float64(15.54)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(12.34), 'fee': np.float64(16.86)}]"
2024-03-17,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.902,apathy,None,11.78,32.12,53.05,136343.73,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.87), 'fee': np.float64(5.27)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-11.81), 'fee': np.float64(16.11)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-7.87), 'fee': np.float64(10.74)}]"
2024-03-24,Tier change: BTC: bullish→neutral,Growth↑ Inflation↓,0.889,apathy,None,5.99,16.62,57.72,138699.97,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-8.75), 'fee': np.float64(12.14)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.99), 'fee': np.float64(2.77)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(1.23), 'fee': np.float64(1.71)}]"
2024-03-30,Tier change: XAUT: neutral→bullish,Growth↑ Inflation↓,0.892,apathy,None,14.37,41.13,64.54,143093.36,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.76), 'fee': np.float64(3.95)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.09), 'fee': np.float64(14.44)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-15.89), 'fee': np.float64(22.74)}]"
2024-04-14,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.856,apathy,None,11.81,34.11,47.42,144419.58,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.58), 'fee': np.float64(6.62)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(7.77), 'fee': np.float64(11.23)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-3.49), 'fee': np.float64(5.04)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(7.77), 'fee': np.float64(11.23)}]"
2024-04-21,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.859,apathy,None,14.55,42.03,68.56,144424.44,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(3.99), 'fee': np.float64(5.77)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-7.67), 'fee': np.float64(11.08)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.86), 'fee': np.float64(14.24)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-7.58), 'fee': np.float64(10.95)}]"
2024-04-23,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.874,apathy,None,1.55,0.0,70.47,145711.82,[]
2024-05-02,"Tier change: XRP: neutral→bearish, ETH: neutral→bearish",Growth↑ Inflation↑,0.833,apathy,None,1.65,0.0,72.2,143052.66,[]
2024-05-07,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.841,apathy,None,0.81,0.0,67.25,144095.18,[]
2024-05-17,Tier change: ETH: bearish→neutral,Growth↑ Inflation↓,0.835,apathy,None,9.8,26.99,56.2,144915.7,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.62), 'fee': np.float64(5.25)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.0), 'fee': np.float64(7.25)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(14.49)}]"
2024-05-22,Tier change: XRP: bearish→neutral,Growth↑ Inflation↓,0.865,apathy,None,8.97,26.2,57.54,147051.08,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(2.08), 'fee': np.float64(3.06)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-4.96), 'fee': np.float64(7.29)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.18), 'fee': np.float64(9.09)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-4.59), 'fee': np.float64(6.76)}]"
2024-05-29,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.835,apathy,None,10.25,28.97,53.53,145638.9,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.4), 'fee': np.float64(3.49)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.71)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.49), 'fee': np.float64(8.0)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(7.77)}]"
2024-06-05,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.901,apathy,None,9.59,28.93,64.36,150720.16,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-4.26), 'fee': np.float64(6.43)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.19), 'fee': np.float64(9.33)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(1.2), 'fee': np.float64(1.81)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(2.4), 'fee': np.float64(3.62)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-5.14), 'fee': np.float64(7.75)}]"
2024-06-11,"Tier change: ETH: neutral→bearish, BNB: neutral→bearish",Growth↑ Inflation↓,0.822,apathy,None,6.33,18.46,72.2,145651.81,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(3.56), 'fee': np.float64(5.18)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.96), 'fee': np.float64(10.14)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.15), 'fee': np.float64(3.13)}]"
2024-06-15,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.828,apathy,None,10.94,31.95,90.0,146026.16,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-19.92), 'fee': np.float64(29.09)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.96), 'fee': np.float64(2.86)}]"
2024-06-22,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.801,apathy,None,0.47,0.0,91.0,146051.52,[]
2024-06-26,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.778,apathy,None,4.91,14.35,100.0,145952.83,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.83), 'fee': np.float64(14.35)}]"
2024-06-29,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.773,apathy,None,4.5,13.14,91.0,146000.69,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(9.0), 'fee': np.float64(13.14)}]"
2024-07-15,Tier change: DOGE: bearish→neutral,Growth↑ Inflation↓,0.782,apathy,None,13.19,37.76,64.29,146825.04,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.38), 'fee': np.float64(18.17)}, {'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(4.9)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(3.33), 'fee': np.float64(4.9)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.79)}]"
2024-07-25,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.751,apathy,None,6.49,17.91,77.93,147021.87,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-7.96), 'fee': np.float64(11.71)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-3.03), 'fee': np.float64(4.45)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.19), 'fee': np.float64(1.75)}]"
2024-08-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.698,apathy,None,7.41,21.45,90.0,144804.14,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-3.6), 'fee': np.float64(5.21)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-3.03), 'fee': np.float64(4.38)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-6.58), 'fee': np.float64(9.52)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.61), 'fee': np.float64(2.33)}]"
2024-08-17,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.722,apathy,None,8.85,25.4,72.54,145439.13,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.46), 'fee': np.float64(2.13)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(16.0), 'fee': np.float64(23.27)}]"
2024-08-25,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.73,apathy,None,8.09,23.78,59.62,147002.03,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(10.84), 'fee': np.float64(15.94)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(3.23), 'fee': np.float64(4.74)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.11), 'fee': np.float64(3.1)}]"
2024-09-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.67,apathy,None,14.94,41.86,92.0,141335.28,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-11.27), 'fee': np.float64(15.93)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-18.34), 'fee': np.float64(25.93)}]"
2024-09-12,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.704,apathy,None,6.97,19.75,77.62,141641.35,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.38), 'fee': np.float64(17.53)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.57), 'fee': np.float64(2.22)}]"
2024-09-21,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.732,apathy,None,5.85,16.58,65.25,143633.65,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(11.55), 'fee': np.float64(16.58)}]"
2024-09-29,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.724,apathy,None,11.45,32.71,47.72,144330.66,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-2.66), 'fee': np.float64(3.84)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.62)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.62)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.62)}]"
2024-10-04,"Tier change: LINK: neutral→bearish, BNB: neutral→bearish",Growth↑ Inflation↓,0.681,apathy,None,21.2,58.62,92.0,138214.37,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-21.65), 'fee': np.float64(29.94)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.17), 'fee': np.float64(8.53)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-5.79), 'fee': np.float64(8.01)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.68), 'fee': np.float64(3.71)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-6.1), 'fee': np.float64(8.43)}]"
2024-10-13,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.684,apathy,None,10.51,29.07,71.0,138334.75,"[{'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(13.84)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.01), 'fee': np.float64(1.4)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(13.84)}]"
2024-10-25,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.667,apathy,None,3.42,9.72,76.0,142222.97,"[{'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-2.31), 'fee': np.float64(3.29)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.07), 'fee': np.float64(1.53)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-3.44), 'fee': np.float64(4.9)}]"
2024-11-02,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.649,apathy,None,5.93,16.95,74.0,145197.75,"[{'asset': 'XRP', 'action': 'BUY', 'delta': np.float64(6.0), 'fee': np.float64(8.71)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-2.15), 'fee': np.float64(3.12)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-3.53), 'fee': np.float64(5.12)}]"
2024-11-08,"Tier change: BTC: bearish→neutral, XRP: bearish→neutral, DOGE: bearish→neutral",Growth↑ Inflation↓,0.679,apathy,None,23.44,68.83,55.0,149798.12,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(37.47)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(9.99)}, {'asset': 'XRP', 'action': 'SELL', 'delta': np.float64(-6.91), 'fee': np.float64(10.36)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-7.35), 'fee': np.float64(11.02)}]"
2024-11-16,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.705,apathy,None,24.85,80.81,100.0,162512.44,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-23.97), 'fee': np.float64(38.98)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-6.5), 'fee': np.float64(10.57)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-7.0), 'fee': np.float64(11.38)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-12.23), 'fee': np.float64(19.88)}]"
2024-11-21,Tier change: ETH: neutral→bullish,Growth↓ Inflation↓,0.695,apathy,None,0.0,0.0,100.0,162608.14,[]
2024-11-24,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.748,apathy,None,27.71,90.15,44.58,162586.4,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(24.75), 'fee': np.float64(40.26)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(10.85)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(12.0), 'fee': np.float64(19.52)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(12.0), 'fee': np.float64(19.52)}]"
2024-12-04,Tier change: LINK: neutral→bullish,Growth↑ Inflation↓,0.79,apathy,None,5.88,19.96,39.92,183826.24,"[{'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.41), 'fee': np.float64(9.95)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-5.44), 'fee': np.float64(10.0)}]"
2024-12-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.784,apathy,None,30.9,117.51,100.0,190045.89,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-23.81), 'fee': np.float64(45.28)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-13.98), 'fee': np.float64(26.58)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-12.85), 'fee': np.float64(24.44)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-11.15), 'fee': np.float64(21.2)}]"
2024-12-20,"Tier change: LINK: bullish→neutral, DOGE: bullish→neutral",Growth↓ Inflation↓,0.716,apathy,None,0.0,0.0,100.0,190328.56,[]
2025-01-07,Tier change: VNINDEX: neutral→bearish,Growth↓ Inflation↓,0.724,apathy,None,0.0,0.0,100.0,190809.44,[]
2025-01-21,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.68,apathy,None,23.67,90.49,52.67,191093.8,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(38.24)}, {'asset': 'ETH', 'action': 'BUY', 'delta': np.float64(6.67), 'fee': np.float64(12.75)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(10.2)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(10.0), 'fee': np.float64(19.12)}, {'asset': 'BNB', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(10.2)}]"
2025-01-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.653,apathy,None,16.02,60.18,74.5,188571.59,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.41), 'fee': np.float64(34.73)}, {'asset': 'LINK', 'action': 'BUY', 'delta': np.float64(5.33), 'fee': np.float64(10.06)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-1.16), 'fee': np.float64(2.19)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-2.14), 'fee': np.float64(4.04)}, {'asset': 'BNB', 'action': 'SELL', 'delta': np.float64(-4.85), 'fee': np.float64(9.16)}]"
2025-02-03,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.55,apathy,None,2.11,0.0,74.0,186715.15,[]
2025-02-17,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.604,apathy,None,16.54,60.34,72.0,185820.05,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(18.51), 'fee': np.float64(34.4)}, {'asset': 'LINK', 'action': 'SELL', 'delta': np.float64(-4.28), 'fee': np.float64(7.95)}, {'asset': 'ETH', 'action': 'SELL', 'delta': np.float64(-5.08), 'fee': np.float64(9.43)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-4.6), 'fee': np.float64(8.54)}]"
2025-02-26,"Tier change: BTC: neutral→bearish, LINK: neutral→bearish",Growth↑ Inflation↓,0.527,apathy,None,9.7,34.01,92.0,182881.17,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.6), 'fee': np.float64(34.01)}]"
2025-03-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.494,apathy,None,0.4,0.0,92.0,183010.87,[]
2025-03-10,Tier change: VNINDEX: neutral→bullish,Growth↓ Inflation↓,0.462,apathy,None,0.35,0.0,92.0,182954.5,[]
2025-03-16,Tier change: DOGE: bearish→neutral,Growth↓ Inflation↓,0.512,apathy,None,0.51,0.0,90.0,183691.72,[]
2025-03-19,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.53,apathy,None,12.66,45.08,65.52,184069.44,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(4.48), 'fee': np.float64(8.26)}, {'asset': 'DOGE', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(36.82)}]"
2025-03-25,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.528,apathy,None,9.96,36.38,56.0,182682.42,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(15.41), 'fee': np.float64(28.15)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-3.4), 'fee': np.float64(6.21)}, {'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.11), 'fee': np.float64(2.03)}]"
2025-03-30,"Tier change: BTC: neutral→bearish, LINK: neutral→bearish",Growth↑ Inflation↓,0.477,apathy,None,17.76,63.14,90.0,177688.34,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-19.64), 'fee': np.float64(34.9)}, {'asset': 'DOGE', 'action': 'SELL', 'delta': np.float64(-14.33), 'fee': np.float64(25.47)}, {'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(1.56), 'fee': np.float64(2.77)}]"
2025-04-05,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.456,apathy,None,0.94,0.0,92.0,177574.57,[]
2025-04-06,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.424,apathy,None,0.84,0.0,92.0,177208.39,[]
2025-04-18,Tier change: XAUT: neutral→bullish,Growth↓ Inflation↓,0.444,apathy,None,4.66,16.74,80.0,179478.28,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(9.33), 'fee': np.float64(16.74)}]"
