Date,Reason,Regime,BTC_Risk,Sentiment,Live_Signal,Turnover_%,Fees_USD,Cash_%,Portfolio_Value,Trades
2024-08-17,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.722,apathy,None,6.44,19.06,62.62,154010.69,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.38), 'fee': np.float64(19.06)}]"
2024-08-25,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.73,apathy,None,2.95,8.15,67.62,155121.47,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.26), 'fee': np.float64(8.15)}]"
2024-09-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.67,apathy,None,5.9,17.68,80.0,152632.64,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-11.58), 'fee': np.float64(17.68)}]"
2024-09-12,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.704,apathy,None,8.41,25.8,62.62,153351.85,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(4.44), 'fee': np.float64(6.82)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.38), 'fee': np.float64(18.98)}]"
2024-09-21,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.732,apathy,None,5.95,18.12,50.25,156179.79,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(11.6), 'fee': np.float64(18.12)}]"
2024-09-29,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.724,apathy,None,1.52,0.0,52.73,157240.2,[]
2024-10-04,"Tier change: BNB: neutral→bearish, LINK: neutral→bearish",Growth↑ Inflation↓,0.681,apathy,None,14.72,45.52,80.0,154558.33,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.87), 'fee': np.float64(9.07)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-23.57), 'fee': np.float64(36.45)}]"
2024-10-13,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.684,apathy,None,1.26,0.0,77.5,154696.36,[]
2024-10-25,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.667,apathy,None,0.26,0.0,80.0,156037.57,[]
2024-11-02,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.649,apathy,None,0.23,0.0,80.0,156067.21,[]
2024-11-08,"Tier change: DOGE: bearish→neutral, BTC: bearish→neutral, XRP: bearish→neutral",Growth↑ Inflation↓,0.678,apathy,None,22.49,69.83,75.0,155196.29,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-19.98), 'fee': np.float64(31.02)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(38.82)}]"
2024-11-16,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.702,apathy,None,12.87,40.38,100.0,156864.65,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-25.74), 'fee': np.float64(40.38)}]"
2024-11-21,Tier change: ETH: neutral→bullish,Growth↓ Inflation↓,0.692,apathy,None,0.0,0.0,100.0,156967.91,[]
2024-11-24,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.747,apathy,None,12.38,38.87,75.25,156995.08,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(24.75), 'fee': np.float64(38.87)}]"
2024-12-04,Tier change: LINK: neutral→bullish,Growth↑ Inflation↓,0.79,apathy,None,1.07,0.0,75.25,161799.59,[]
2024-12-08,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.784,apathy,None,13.49,43.74,100.0,162060.11,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-26.98), 'fee': np.float64(43.74)}]"
2024-12-20,"Tier change: DOGE: bullish→neutral, LINK: bullish→neutral",Growth↓ Inflation↓,0.714,apathy,None,0.0,0.0,100.0,162321.88,[]
2025-01-07,Tier change: VNINDEX: neutral→bearish,Growth↓ Inflation↓,0.722,apathy,None,0.0,0.0,100.0,162732.0,[]
2025-01-21,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.679,apathy,None,22.5,73.37,55.0,162978.32,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(40.76)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(32.61)}]"
2025-01-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.651,apathy,None,2.7,8.29,60.0,162524.43,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.1), 'fee': np.float64(8.29)}]"
2025-02-03,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.549,apathy,None,11.09,35.65,75.0,160740.39,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(4.09), 'fee': np.float64(6.58)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.08), 'fee': np.float64(29.07)}]"
2025-02-17,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.601,apathy,None,12.74,41.3,60.0,162045.79,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.48), 'fee': np.float64(8.88)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(32.42)}]"
2025-02-26,"Tier change: LINK: neutral→bearish, BTC: neutral→bearish",Growth↑ Inflation↓,0.527,apathy,None,9.5,29.66,80.0,159560.79,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.59), 'fee': np.float64(29.66)}]"
2025-03-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.493,apathy,None,0.2,0.0,80.0,159654.44,[]
2025-03-10,Tier change: VNINDEX: neutral→bullish,Growth↓ Inflation↓,0.462,apathy,None,0.09,0.0,80.0,159363.35,[]
2025-03-16,Tier change: DOGE: bearish→neutral,Growth↓ Inflation↓,0.51,apathy,None,2.11,0.0,75.0,160676.97,[]
2025-03-19,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.529,apathy,None,8.19,26.45,62.5,161416.85,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.88), 'fee': np.float64(6.27)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.5), 'fee': np.float64(20.18)}]"
2025-03-25,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.528,apathy,None,5.99,19.33,60.0,161333.43,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-4.7), 'fee': np.float64(7.59)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(7.28), 'fee': np.float64(11.75)}]"
2025-03-30,"Tier change: LINK: neutral→bearish, BTC: neutral→bearish",Growth↑ Inflation↓,0.477,apathy,None,11.78,37.9,75.0,160785.98,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(4.4), 'fee': np.float64(7.08)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-19.17), 'fee': np.float64(30.83)}]"
2025-04-05,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.455,apathy,None,2.37,0.0,80.0,160345.28,[]
2025-04-06,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.424,apathy,None,2.16,0.0,80.0,159483.04,[]
2025-04-18,Tier change: XAUT: neutral→bullish,Growth↓ Inflation↓,0.444,apathy,None,11.81,38.78,50.0,164210.77,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(23.61), 'fee': np.float64(38.78)}]"
2025-04-23,Tier change: ETH: bearish→neutral,Growth↓ Inflation↓,0.459,apathy,None,14.92,48.88,80.0,163753.5,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-29.84), 'fee': np.float64(48.88)}]"
2025-04-28,Tier change: BTC: bearish→neutral,Growth↓ Inflation↓,0.454,apathy,None,0.01,0.0,80.0,163911.07,[]
2025-05-06,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.439,apathy,None,2.33,0.0,75.0,164726.52,[]
2025-05-11,Tier change: VNINDEX: bearish→neutral,Growth↓ Inflation↓,0.512,apathy,None,0.12,0.0,80.0,163682.0,[]
2025-05-28,Tier change: DOGE: neutral→bearish,Growth↓ Inflation↓,0.558,apathy,None,0.18,0.0,80.0,163834.88,[]
2025-05-31,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.504,apathy,None,10.13,32.82,60.0,164074.71,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.0), 'fee': np.float64(32.82)}]"
2025-06-10,Tier change: VNINDEX: bullish→neutral,Growth↑ Inflation↓,0.514,apathy,None,2.43,0.0,55.0,165356.16,[]
2025-06-22,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.396,apathy,None,9.64,30.7,80.0,163274.73,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-18.8), 'fee': np.float64(30.7)}]"
2025-06-27,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.46,apathy,None,22.47,72.95,75.0,162223.34,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-19.95), 'fee': np.float64(32.38)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(40.57)}]"
2025-07-03,Tier change: VNINDEX: neutral→bullish,Growth↑ Inflation↓,0.507,apathy,None,0.24,0.0,75.0,163398.22,[]
2025-07-08,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.5,apathy,None,1.45,0.0,77.5,163322.91,[]
2025-07-13,Tier change: XAUT: bearish→neutral,Growth↑ Inflation↓,0.56,apathy,None,13.14,43.45,50.0,165339.9,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(41.35)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-1.27), 'fee': np.float64(2.1)}]"
2025-07-21,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.704,apathy,None,1.29,0.0,50.25,170380.71,[]
2025-07-27,Tier change: XAUT: neutral→bearish,Growth↑ Inflation↓,0.748,fomo,None,22.13,77.2,50.5,174326.39,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-23.63), 'fee': np.float64(41.22)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(20.63), 'fee': np.float64(35.98)}]"
2025-08-02,Tier change: BTC: bullish→neutral,Growth↑ Inflation↓,0.604,apathy,None,13.05,42.68,80.0,163442.85,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-26.11), 'fee': np.float64(42.68)}]"
2025-08-09,Tier change: XRP: neutral→bullish,Growth↑ Inflation↓,0.698,apathy,None,1.84,0.0,75.0,166335.24,[]
2025-08-19,Regime: Growth↑ Inflation↓ → Growth↑ Inflation↑,Growth↑ Inflation↑,0.703,apathy,None,1.0,0.0,80.2,167605.06,[]
2025-08-27,Tier change: ETH: neutral→bearish,Growth↑ Inflation↑,0.707,apathy,None,1.32,0.0,80.2,169175.63,[]
2025-09-09,Regime: Growth↑ Inflation↑ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.735,apathy,None,13.42,45.77,50.25,170450.51,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(42.62)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(1.85), 'fee': np.float64(3.15)}]"
2025-09-24,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.797,apathy,None,11.28,39.57,25.5,178575.74,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(22.16), 'fee': np.float64(39.57)}]"
2025-10-01,Tier change: ETH: bearish→neutral,Growth↑ Inflation↓,0.792,apathy,None,24.73,89.34,25.25,180526.01,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(24.92), 'fee': np.float64(45.01)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-24.54), 'fee': np.float64(44.32)}]"
2025-10-11,Tier change: DOGE: neutral→bearish,Growth↑ Inflation↓,0.789,apathy,None,5.48,20.62,35.2,188233.96,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-4.45), 'fee': np.float64(8.38)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-6.5), 'fee': np.float64(12.24)}]"
2025-10-19,Tier change: LINK: neutral→bearish,Growth↑ Inflation↓,0.776,apathy,None,5.07,17.74,42.7,192678.48,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-9.2), 'fee': np.float64(17.74)}]"
2025-10-26,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.783,apathy,None,8.25,31.0,60.2,190492.05,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-16.27), 'fee': np.float64(31.0)}]"
2025-11-03,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.743,apathy,None,1.23,0.0,60.2,185216.32,[]
2025-11-13,Tier change: BTC: neutral→bearish,Growth↑ Inflation↓,0.723,apathy,None,10.14,37.5,75.0,184926.56,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(3.83), 'fee': np.float64(7.09)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-16.44), 'fee': np.float64(30.41)}]"
2025-11-19,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.7,apathy,None,1.06,0.0,77.5,184164.66,[]
2025-11-27,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.702,apathy,None,6.23,22.9,62.62,185031.53,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.38), 'fee': np.float64(22.9)}]"
2025-12-11,Tier change: LINK: bearish→neutral,Growth↑ Inflation↓,0.685,apathy,None,0.41,0.0,62.5,186412.03,[]
2025-12-16,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.665,apathy,None,6.32,22.37,75.0,186585.81,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-11.99), 'fee': np.float64(22.37)}]"
2025-12-26,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.591,apathy,None,0.82,0.0,75.0,189341.61,[]
2026-01-04,"Tier change: BNB: bearish→neutral, XRP: bearish→neutral",Growth↑ Inflation↓,0.671,apathy,None,9.19,34.48,67.5,187591.3,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-5.88), 'fee': np.float64(11.02)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(12.5), 'fee': np.float64(23.45)}]"
2026-01-09,Tier change: ETH: neutral→bearish,Growth↑ Inflation↓,0.662,apathy,None,8.51,32.11,75.0,188702.74,"[{'asset': 'XAUT', 'action': 'BUY', 'delta': np.float64(4.58), 'fee': np.float64(8.64)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-12.44), 'fee': np.float64(23.48)}]"
2026-01-15,"Tier change: BNB: bearish→neutral, LINK: bearish→neutral, BTC: bearish→neutral, XRP: bearish→neutral, ETH: bearish→neutral",Growth↑ Inflation↓,0.686,apathy,None,12.74,47.51,50.0,190006.78,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(25.0), 'fee': np.float64(47.51)}]"
2026-01-20,Tier change: BNB: neutral→bearish,Growth↑ Inflation↓,0.622,apathy,None,12.67,48.04,75.0,189561.58,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-1.53), 'fee': np.float64(2.89)}, {'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-23.81), 'fee': np.float64(45.14)}]"
2026-02-02,Tier change: XAUT: bullish→neutral,Growth↑ Inflation↓,0.402,apathy,None,2.45,0.0,80.0,189648.7,[]
2026-02-27,Tier change: VNINDEX: bearish→neutral,Growth↑ Inflation↓,0.155,apathy,None,11.65,45.48,63.45,195091.06,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-6.76), 'fee': np.float64(13.18)}, {'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(16.55), 'fee': np.float64(32.3)}]"
2026-03-06,Tier change: VNINDEX: neutral→bearish,Growth↑ Inflation↓,0.133,apathy,None,0.39,0.0,63.45,195089.14,[]
2026-03-17,"Tier change: BNB: bearish→neutral, LINK: bearish→neutral, XAUT: neutral→bearish, ETH: bearish→neutral",Growth↑ Inflation↓,0.163,apathy,None,9.48,36.83,82.25,196054.02,"[{'asset': 'XAUT', 'action': 'SELL', 'delta': np.float64(-18.78), 'fee': np.float64(36.83)}]"
2026-03-21,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.137,apathy,None,8.53,33.13,100.0,194076.01,"[{'asset': 'BTC', 'action': 'SELL', 'delta': np.float64(-17.07), 'fee': np.float64(33.13)}]"
2026-04-01,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.127,apathy,None,0.0,0.0,100.0,194371.61,[]
2026-04-04,Regime: Growth↑ Inflation↓ → Growth↓ Inflation↓,Growth↓ Inflation↓,0.122,apathy,None,0.0,0.0,100.0,194453.37,[]
2026-04-09,"Tier change: DOGE: bearish→neutral, ETH: bearish→neutral",Growth↓ Inflation↓,0.133,apathy,None,0.0,0.0,100.0,194589.72,[]
2026-04-12,Regime: Growth↓ Inflation↓ → Growth↑ Inflation↓,Growth↑ Inflation↓,0.126,apathy,None,0.0,0.0,100.0,194671.57,[]
2026-04-17,Tier change: BTC: bearish→neutral,Growth↑ Inflation↓,0.176,apathy,None,14.75,57.47,70.5,194750.6,"[{'asset': 'BTC', 'action': 'BUY', 'delta': np.float64(29.5), 'fee': np.float64(57.47)}]"
